train_hindimale_00001|प्रसिद्द कबीर अध्येता पुरुषोत्तम अग्रवाल का यह शोध आलेख उस रामानंद की खोज करता है|प्रसिद्द कबीर अध्येता पुरुषोत्तम अग्रवाल का यह शोध आलेख उस रामानंद की खोज करता है
train_hindimale_00002|किन्तु आधुनिक पांडित्य न सिर्फ़ एक ब्राह्मण रामानंद के एक जुलाहे कबीर का गुरु होने से बल्कि दोनों के समकालीन होने से भी इनकार करता है|किन्तु आधुनिक पांडित्य न सिर्फ़ एक ब्राह्मण रामानंद के एक जुलाहे कबीर का गुरु होने से बल्कि दोनों के समकालीन होने से भी इनकार करता है
train_hindimale_00003|उस पर इन चार कवियों का गहरा असर है|उस पर इन चार कवियों का गहरा असर है
train_hindimale_00004|इसे कई बार मंचित भी किया गया है|इसे कई बार मंचित भी किया गया है
train_hindimale_00005|यहाँ प्रस्तुत है हिन्दी कवि कथाकार तेजी ग्रोवर के अंग्रेज़ी के मार्फ़त किए गए अनुवाद के कुछ अंश|यहाँ प्रस्तुत है हिन्दी कवि कथाकार तेजी ग्रोवर के अंग्रेज़ी के मार्फ़त किए गए अनुवाद के कुछ अंश
train_hindimale_00006|मूल से अंग्रेज़ी में लाने का काम मीना कंदसामी ने किया है और अंग्रेज़ी से हिन्दी अनुवाद गिरिराज किराडू ने|मूल से अंग्रेज़ी में लाने का काम मीना कंदसामी ने किया है और अंग्रेज़ी से हिन्दी अनुवाद गिरिराज किराडू ने
train_hindimale_00007|दूसरी तरफ़ साक्षात्कार में वे सुंदर के विरूद्ध अपनी रणनीति के बारे में बात करते हैं|दूसरी तरफ़ साक्षात्कार में वे सुंदर के विरूद्ध अपनी रणनीति के बारे में बात करते हैं
train_hindimale_00008|उस्ताद बिस्मिल्लाह खान भारतीय संगीत ही नहीं समूचे कला संसार में एक विलक्षण उपस्थिति रहे|उस्ताद बिस्मिल्लाह खान भारतीय संगीत ही नहीं समूचे कला संसार में एक विलक्षण उपस्थिति रहे
train_hindimale_00009|अपने व्यक्तित्व और वाद दोनों से वे शास्त्रीय संगीत में एक नए टाईप थे|अपने व्यक्तित्व और वाद दोनों से वे शास्त्रीय संगीत में एक नए टाईप थे
train_hindimale_00010|उन पर दो हिन्दी कवियों का गद इस फ़ीचर में शामिल है|उन पर दो हिन्दी कवियों का गद इस फ़ीचर में शामिल है
train_hindimale_00011|यतीन्द्र मिश्र का सुर की बारादरी इस नाम से पेंग्विन यात्रा से शीघ्र प्रकाश्य पुस्तक से लिया गया है जो उनकी कला स्थानीय परम्परा उनके व्यक्तित्व को एक साथ पढ़ती है|यतीन्द्र मिश्र का सुर की बारादरी इस नाम से पेंग्विन यात्रा से शीघ्र प्रकाश्य पुस्तक से लिया गया है जो उनकी कला स्थानीय परम्परा उनके व्यक्तित्व को एक साथ पढ़ती है
train_hindimale_00012|उस्ताद को ट्रिब्यूट की तरह लिखा गया व्योमेश शुक्ल का गद्य उनकी कला को सांस्कृतिक राजनीति के प्रतिरोध के संकेतों की तरह देखता है|उस्ताद को ट्रिब्यूट की तरह लिखा गया व्योमेश शुक्ल का गद्य उनकी कला को सांस्कृतिक राजनीति के प्रतिरोध के संकेतों की तरह देखता है
train_hindimale_00013|इस अंक से हम एक नया खंड उन कला रूपों पर आरंभ कर रहे हैं जिन्हें लोक प्रिय या पॉपुलर कहा जाता है|इस अंक से हम एक नया खंड उन कला रूपों पर आरंभ कर रहे हैं जिन्हें लोक प्रिय या पॉपुलर कहा जाता है
train_hindimale_00014|बस इतना पता है कि उस ज़माने में एशिया यूरोप अफ़्रीका और शायद अमेरिका महाद्वीप भी आपस में जुड़े हुए थे|बस इतना पता है कि उस ज़माने में एशिया यूरोप अफ़्रीका और शायद अमेरिका महाद्वीप भी आपस में जुड़े हुए थे
train_hindimale_00015|यूरोप का बायाँ हिस्सा अफ़्रीका के दाहिने में और आस्ट्रेलिया का ऊपरी पश्चिमी किनारा आज के तमिलनाडु के बगल में था|यूरोप का बायाँ हिस्सा अफ़्रीका के दाहिने में और आस्ट्रेलिया का ऊपरी पश्चिमी किनारा आज के तमिलनाडु के बगल में था
train_hindimale_00016|मतलब कि यू एन ओ जो सपना हमारे भविष्य के लिए देखता है वो हमारे इतिहास में पहले ही पूरा हो चुका है|मतलब कि यू एन ओ जो सपना हमारे भविष्य के लिए देखता है वो हमारे इतिहास में पहले ही पूरा हो चुका है
train_hindimale_00017|मतलब कि भाषा एक एक्शन नहीं प्रकृति को देखकर दिया गया हमारा रिएक्शन मात्र है|मतलब कि भाषा एक एक्शन नहीं प्रकृति को देखकर दिया गया हमारा रिएक्शन मात्र है
train_hindimale_00018|सूरज को देखकर हर प्रजाति के मनुष्य के मुँह से रा ही निकला|सूरज को देखकर हर प्रजाति के मनुष्य के मुँह से रा ही निकला
train_hindimale_00019|इसलिए मिस्र में भी सूर्य भगवान रा हैं और सिंधु के इस पार भी सूर्यवंशी भगवान का नाम राम है|इसलिए मिस्र में भी सूर्य भगवान रा हैं और सिंधु के इस पार भी सूर्यवंशी भगवान का नाम राम है
train_hindimale_00020|उसमें कहा गया है कि एक ज़माना था जब पूरी दुनिया बाबिलू नाम के एक शहर में बसती थी और एक ही भाषा बोलती थी|उसमें कहा गया है कि एक ज़माना था जब पूरी दुनिया बाबिलू नाम के एक शहर में बसती थी और एक ही भाषा बोलती थी
train_hindimale_00021|इस शहर के लोगों ने एक बार एक बड़ी सी मीनार बनाने की कोशिश की इतनी ऊँची कि जिस पे चढ़ के इंसान भगवान के पास पहुँच जाए|इस शहर के लोगों ने एक बार एक बड़ी सी मीनार बनाने की कोशिश की इतनी ऊँची कि जिस पे चढ़ के इंसान भगवान के पास पहुँच जाए
train_hindimale_00022|उसके दोस्त प्रेमिकाएँ और रिश्तेदार उसे इसी नाम से बुलाते थे और वो भी अक्सर समझ जाता था कि क्वैं उसी को संबोधित है|उसके दोस्त प्रेमिकाएँ और रिश्तेदार उसे इसी नाम से बुलाते थे और वो भी अक्सर समझ जाता था कि क्वैं उसी को संबोधित है
train_hindimale_00023|क्वैं की उम्र करीबन अठारह साल रही होगी यानि कि वो नवकिशोर था आज का टीनेजर|क्वैं की उम्र करीबन अठारह साल रही होगी यानि कि वो नवकिशोर था आज का टीनेजर
train_hindimale_00024|शिकार करना अनिवार्य था लेकिन इस मामले मे क्वैं थोडा कमज़ोर था|शिकार करना अनिवार्य था लेकिन इस मामले मे क्वैं थोडा कमज़ोर था
train_hindimale_00025|उसे जंगली जान वरों से डर लगता था|उसे जंगली जान वरों से डर लगता था
train_hindimale_00026|मतलब कि क्वैं सिर्फ़ मछलियाँ पकड कर बहुत दिन चैन से नहीं रह सकता था|मतलब कि क्वैं सिर्फ़ मछलियाँ पकड कर बहुत दिन चैन से नहीं रह सकता था
train_hindimale_00027|उसके अंदर जाने कहाँ से एक अजीब सा गुस्सा पनपने लगा था|उसके अंदर जाने कहाँ से एक अजीब सा गुस्सा पनपने लगा था
train_hindimale_00028|कबीले में भी झगड़े बढ़ने लगे और क्वैं के मूक समर्थक यानि कि कबीले के बड़े लोग भी अब धीरे धीरे उससे कटने लगे|कबीले में भी झगड़े बढ़ने लगे और क्वैं के मूक समर्थक यानि कि कबीले के बड़े लोग भी अब धीरे धीरे उससे कटने लगे
train_hindimale_00029|वो रात को देर तक जागता झाड़ियों की आवाज़ में नए नए स्वर सुनता और उन्हें जोड़कर कुछ बनाने की कोशिश करता|वो रात को देर तक जागता झाड़ियों की आवाज़ में नए नए स्वर सुनता और उन्हें जोड़कर कुछ बनाने की कोशिश करता
train_hindimale_00030|पर झाड़ियों से आई एक आवाज़ दुबारा नहीं आती हर बार नई तरह का स्वर निकलता और क्वैं उन्हें याद करते करते जोड़ते जोड़ते परेशान हो जाता|पर झाड़ियों से आई एक आवाज़ दुबारा नहीं आती हर बार नई तरह का स्वर निकलता और क्वैं उन्हें याद करते करते जोड़ते जोड़ते परेशान हो जाता
train_hindimale_00031|जिन दिनों बारिश होती क्वैं की ये उलझन और बढ़ जाती|जिन दिनों बारिश होती क्वैं की ये उलझन और बढ़ जाती
train_hindimale_00032|इसलिए अब वो दिन भर आवाज़ें इकठ्ठी करता फिरता|इसलिए अब वो दिन भर आवाज़ें इकठ्ठी करता फिरता
train_hindimale_00033|जहाँ भी कोई नई ध्वनि सुनता तुरंत उसे दोहराता|जहाँ भी कोई नई ध्वनि सुनता तुरंत उसे दोहराता
train_hindimale_00034|नदी किनारे दो काले गोल पत्थर थे जो एक दूसरे से रगड़कर वही आवाज़ दे रहे थे|नदी किनारे दो काले गोल पत्थर थे जो एक दूसरे से रगड़कर वही आवाज़ दे रहे थे
train_hindimale_00035|क्वैं बड़ी देर तक वहाँ बैठा उनको र गड़ता रहा उसके सामने एक खज़ाना खुल गया था|क्वैं बड़ी देर तक वहाँ बैठा उनको र गड़ता रहा उसके सामने एक खज़ाना खुल गया था
train_hindimale_00036|पत्थरों में वो आवाज़ें कैद थीं जिन्हें वो दुनिया भर में ढूँढता फिरता था|पत्थरों में वो आवाज़ें कैद थीं जिन्हें वो दुनिया भर में ढूँढता फिरता था
train_hindimale_00037|अब क्वैं का दिन दो हिस्सों में बँट गया|अब क्वैं का दिन दो हिस्सों में बँट गया
train_hindimale_00038|इसके बाद वो आज की आवाज़ वाले पत्थरों को अलग अलग गुच्छों में बाँधता और उन्हें अपने कँधे पर लटका लेता|इसके बाद वो आज की आवाज़ वाले पत्थरों को अलग अलग गुच्छों में बाँधता और उन्हें अपने कँधे पर लटका लेता
train_hindimale_00039|कई दिन तो ऐसा होता कि शाम को कबीले की ओर लौटते वक़्त उसके पास पत्थरों के पचास से ज़्यादा समूह होते|कई दिन तो ऐसा होता कि शाम को कबीले की ओर लौटते वक़्त उसके पास पत्थरों के पचास से ज़्यादा समूह होते
train_hindimale_00040|कुछ लोगों को तो डर था कि क्वैं किसी काले देवता की आराधना करता है|कुछ लोगों को तो डर था कि क्वैं किसी काले देवता की आराधना करता है
train_hindimale_00041|इस बीच क्वैं ने अपने कबीले वालों के साथ खाना बिल्कुल ही बंद कर दिया|इस बीच क्वैं ने अपने कबीले वालों के साथ खाना बिल्कुल ही बंद कर दिया
train_hindimale_00042|अब वो कच्ची मछली और फलों पर ही ज़िंदा रहता|अब वो कच्ची मछली और फलों पर ही ज़िंदा रहता
train_hindimale_00043|महीने बीतते गए और क्वैं का पत्थरों वाला खज़ाना बड़ा होता गया|महीने बीतते गए और क्वैं का पत्थरों वाला खज़ाना बड़ा होता गया
train_hindimale_00044|खूँ बेढंग से उन्हें बजाता और अजीब सी आवाज़ सुनकर खूब हँसता|खूँ बेढंग से उन्हें बजाता और अजीब सी आवाज़ सुनकर खूब हँसता
train_hindimale_00045|कभी कभी क्वैं गुस्से में पत्थर उठाकर फेंक भी देता|कभी कभी क्वैं गुस्से में पत्थर उठाकर फेंक भी देता
train_hindimale_00046|ऐसे ही एक झगड़े में एक दिन क्वैं ने खूँ को मार डाला|ऐसे ही एक झगड़े में एक दिन क्वैं ने खूँ को मार डाला
train_hindimale_00047|गुस्से में आकर उसने ज़ोर ज़ोर से चिल्लाना शुरु कर दिया|गुस्से में आकर उसने ज़ोर ज़ोर से चिल्लाना शुरु कर दिया
train_hindimale_00048|खूँ का गुस्सा अभी भी हरा था और वो फिर से क्वैं पे ही झपट पड़ा|खूँ का गुस्सा अभी भी हरा था और वो फिर से क्वैं पे ही झपट पड़ा
train_hindimale_00049|लेकिन इस बार क्वैं के हाथ में वो बारिश वाले पत्थर थे काले गोल पत्थर जो टप टप करते थे|लेकिन इस बार क्वैं के हाथ में वो बारिश वाले पत्थर थे काले गोल पत्थर जो टप टप करते थे
train_hindimale_00050|खूँ के नज़दीक आते ही ये पूरी ताकत से उसके माथे पर जा पड़े|खूँ के नज़दीक आते ही ये पूरी ताकत से उसके माथे पर जा पड़े
train_hindimale_00051|शायद एक ही वार में खूँ अंधा हो गया|शायद एक ही वार में खूँ अंधा हो गया
train_hindimale_00052|उसके बाद क्वैं ने नुकीले पत्थर उठा कर खूँ की एक एक नस काट डाली|उसके बाद क्वैं ने नुकीले पत्थर उठा कर खूँ की एक एक नस काट डाली
train_hindimale_00053|तीन कबीलेवाले बीच में आए लेकिन वो भी मारे गए|तीन कबीलेवाले बीच में आए लेकिन वो भी मारे गए
train_hindimale_00054|सुबह होते होते पूरा कबीला खाली हो गया|सुबह होते होते पूरा कबीला खाली हो गया
train_hindimale_00055|मान लिया गया कि क्वैं सचमुच रात की ही आराधना करता हैं|मान लिया गया कि क्वैं सचमुच रात की ही आराधना करता हैं
train_hindimale_00056|उसके अंदर कोई काली शक्ति आ गई जो पूरे कबीले को खाने पे आमादा थी|उसके अंदर कोई काली शक्ति आ गई जो पूरे कबीले को खाने पे आमादा थी
train_hindimale_00057|जिन पत्थरों पे खून लग गया था उन्हें वो डैन्यूब में धो लाया|जिन पत्थरों पे खून लग गया था उन्हें वो डैन्यूब में धो लाया
train_hindimale_00058|कबीले में अब अजीब सी शांति थी सिर्फ़ क्वैं और उसके पत्थर ही बोलते थे|कबीले में अब अजीब सी शांति थी सिर्फ़ क्वैं और उसके पत्थर ही बोलते थे
train_hindimale_00059|पर उसे ऐसे ही अच्छा लगता था|पर उसे ऐसे ही अच्छा लगता था
train_hindimale_00060|उन्होंने अपनी राग अदायगी में जिस एक चीज़ पर सर्वाधिक मेहनत की है वह उनका मींड़ का काम है|उन्होंने अपनी राग अदायगी में जिस एक चीज़ पर सर्वाधिक मेहनत की है वह उनका मींड़ का काम है
train_hindimale_00061|प्रसिद्ध संगीत विद्वान चेतन करनानी लिखते हैं बिस्मिल्ला खान की कला की सबसे बड़ी खूबी यह है कि उनके ध्वनि विन्यास की शुद्धता उत्तेजना जगाती है|प्रसिद्ध संगीत विद्वान चेतन करनानी लिखते हैं बिस्मिल्ला खान की कला की सबसे बड़ी खूबी यह है कि उनके ध्वनि विन्यास की शुद्धता उत्तेजना जगाती है
train_hindimale_00062|उनकी सांगीतिक प्रतिभा अप्रतिम है|उनकी सांगीतिक प्रतिभा अप्रतिम है
train_hindimale_00063|वे राग का विस्तार करने उसकी संरचना के ब्यौरों को उभारने में हमेशा बेहद सधे हुए और जागरूक रहे हैं|वे राग का विस्तार करने उसकी संरचना के ब्यौरों को उभारने में हमेशा बेहद सधे हुए और जागरूक रहे हैं
train_hindimale_00064|बिस्मिल्ला खान की मींड़ जो उनकी वादन कला का सबसे सशक्त पक्ष बन गयी है देखने लायक है|बिस्मिल्ला खान की मींड़ जो उनकी वादन कला का सबसे सशक्त पक्ष बन गयी है देखने लायक है
